x,H,d,V,r_eq,P11,P12,P13,Kv1,Kv2,Kv3,K_v,E_v
65.84422824062383,45.479120971119265,15.930946598102329,768.5463937612944,0.53082747379861,5.143718740078511,1.7572444366958062,1.1068598672079148,-0.0008587686009901723,-0.0013656066630195322,-0.0032268705938093794,0.0021597563855184285,1.6598729814931161
18.819197390237562,38.77756879504105,21.87393062304771,689.2778984287419,0.53082747379861,4.984307354806819,1.3039650841723915,0.7106778640106696,-0.002257240643082234,-0.0055588633410815665,-0.008507779096955373,0.005415997024488288,3.733127046935606
-51.02905056125682,47.171958398227645,16.935450857730626,790.5950323120207,0.53082747379861,5.180265013505444,1.7333950416139632,1.0850087830036519,-0.004514461217706902,-0.0018993760118926365,-0.0010797846270555367,0.003107040710558546,2.456410950958798
49.13500013205996,43.947360581187276,17.284900652363635,730.1589179435473,0.53082747379861,5.109457966487016,1.6452784045691304,1.0050761128427996,-0.0010867736109345621,-0.0020049333089825422,-0.004980243334741808,0.0035252371176069013,2.5739833192862847
-83.1038208645856,31.88354695775299,24.484242195453152,623.1797730638499,0.53082747379861,4.788555506581362,1.02596902714598,0.49583685306168745,-0.0027228137538804972,-0.0009760376858419485,-0.0005665048080637028,0.0019835085177108617,1.2360823879372682
54.88356688975662,49.51244703273512,20.893910873553498,777.0185976453602,0.53082747379861,5.228689492366615,1.5776920093370197,0.9447085447799333,-0.0009452265203339563,-0.001813324427413104,-0.004532949099058345,0.0032420445426293468,2.519128904017648
17.997044448602708,45.222794039807056,28.827786752324926,697.8530381661595,0.53082747379861,5.138066651836094,1.191785656158894,0.6207628738481061,-0.0020988044339310718,-0.00540519400808097,-0.00663317074846125,0.004062057161421298,2.8347189313024588
-77.84993632071968,45.72128610553908,19.78734741912105,628.327793594581,0.53082747379861,5.149029367768142,1.5535493477387519,0.9233622567731704,-0.0027873008979664524,-0.0011305254060379475,-0.0006869341600954889,0.0019174486509013005,1.20478628015172
-84.09888738152596,32.56227265351092,25.892701925758516,630.5380267682841,0.53082747379861,4.809619736834022,0.9957202771431799,0.47418917572085884,-0.0027880082944655923,-0.0009732882742634422,-0.0005526611268460095,0.00205753650133502,1.2973550055555025
50.16726668729251,39.00771875791134,21.916491452323612,737.5067870219743,0.53082747379861,4.99022494261097,1.30764709183663,0.7136952882573949,-0.0009247323905887486,-0.0020375076615623978,-0.006073323903951565,0.004692231671470107,3.4605527039886668
-41.41281869923257,37.41596048465163,24.89926951693918,609.4745013458979,0.53082747379861,4.948562763509484,1.1529072466632944,0.5905700377801243,-0.00829544536109728,-0.0026909291530325674,-0.0009915502724629115,0.00661987061701222,4.034642343277884
77.86037015344269,48.53529977697204,23.995430350739856,657.3187529827627,0.53082747379861,5.208756762851097,1.4272308688338136,0.8137638436567487,-0.0006531953450676475,-0.0011801091648128872,-0.003119517322608921,0.002249631777965832,1.4787251549628961
52.41460420603522,42.87730240161329,22.09175959138497,627.9575180939736,0.53082747379861,5.084808003568228,1.388413423652677,0.7808573792231145,-0.0009161834615837395,-0.0019409091227808011,-0.005444364196779882,0.004112704761276157,2.5826038745442434
39.638048943543225,46.4552322654166,29.250916419366554,688.2154859234569,0.53082747379861,5.164954501069245,1.2029791038756095,0.6295517980625986,-0.0010571805461118229,-0.002916662488934931,-0.007130377968961606,0.0053896566764132054,3.7092451885183175
-44.27878947330981,38.86828397654662,20.140704641324337,682.8707543988722,0.53082747379861,4.986643995323782,1.3830679964363366,0.7763567564594824,-0.0066268230491431605,-0.0023563603691074747,-0.001068674444117209,0.005039246097311955,3.4411537840729878
41.78890380432358,34.54477443569554,17.658532518739086,704.3752869377712,0.53082747379861,4.868721691535264,1.39582469508003,0.787109877741063,-0.001147912727364551,-0.0024625703468290645,-0.0071002888615784585,0.0054160658840908095,3.8149429611803374
89.6295369029668,41.091695740316695,25.171410913197423,655.927265820506,0.53082747379861,5.042271450168128,1.2280776648595801,0.6494106477192501,-0.000547365649808181,-0.0009365602522528887,-0.0024906891605991043,0.001780912037401378,1.1681487633595127
-81.68803312588622,31.276345122083505,27.690113419618633,606.4087178756355,0.53082747379861,4.769327464121928,0.9044065410665774,0.4111657719824838,-0.0031278994657131564,-0.0010165745736726178,-0.0005510014645762158,0.0023785346778980587,1.4423641644468994
-34.76747159928679,46.552623439851644,15.603806099098856,722.8772213070372,0.53082747379861,5.16704875879172,1.8000658053423855,1.1463059058656069,-0.005794847299791963,-0.0027682073051553116,-0.0015802878046388595,0.0037639217669225397,2.7208533080900392
